MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta_MFCC_13,Delta2_MFCC_1,Delta2_MFCC_2,Delta2_MFCC_3,Delta2_MFCC_4,Delta2_MFCC_5,Delta2_MFCC_6,Delta2_MFCC_7,Delta2_MFCC_8,Delta2_MFCC_9,Delta2_MFCC_10,Delta2_MFCC_11,Delta2_MFCC_12,Delta2_MFCC_13,Energy,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Zero_Crossing_Rate,Label
-500.64236,81.09104,5.0831347,0.46003774,14.642215,-1.626054,-13.637068,-14.717505,-6.4754376,-11.106619,-2.8388176,-0.85330963,4.675294,6.979297,1.553058,-1.1068738,-0.9847491,0.31762826,-0.80370355,-0.9121027,-0.6689288,-0.7529181,-0.26324075,-0.1859757,-0.15075734,-0.054497,-2.161221,0.9180591,0.23802644,0.20709872,0.31714582,-0.14014073,0.039733686,0.11214029,0.004664566,0.2755867,0.12052604,0.08526001,0.018741632,0.012144162,1457.0213047387072,1439.3337987730656,2476.6995614035086,0.1064710115131579,4
-694.2315,50.04055,0.5522661,14.54563,3.4447608,-2.4693255,-3.9888687,-10.599402,-7.2048917,1.9541318,-4.2952833,2.2685392,-5.363427,-0.008379936,-0.011809478,-0.011685059,-0.011480313,-0.011199131,-0.010846817,-0.01042995,-0.009956176,-0.009433932,-0.0088723535,-0.00828091,-0.0076691923,-0.0070467177,0.001739502,0.0024361978,0.0023656625,0.0022498644,0.0020920658,0.0018961246,0.0016670868,0.0014106127,0.0011330706,0.00084114075,0.00054194377,0.0002423754,-5.074189e-05,0.0023265695,2589.795314361943,1927.2177261804732,4741.811899038462,0.3884699894831731,4
-486.2062,57.140034,9.02579,4.064568,8.650181,-3.092987,-11.34407,-12.544068,-3.7073023,2.6459494,-2.7532887,1.9417212,6.486999,5.703064,1.4486043,0.22470555,-1.4409583,-1.2665776,-0.462659,0.41238275,-0.5285397,-0.6657507,-0.3596585,-0.36764976,-0.17735241,-0.25976437,-1.8305048,0.9208475,0.31929198,0.3406807,0.029797452,-0.023741396,0.2551103,0.21752384,0.0951225,-0.16837002,-0.12064422,0.0028609887,0.09034054,0.009996746,1764.5534362563312,1641.6808235991375,3004.098360655738,0.12349513319672131,4
-627.7512,70.22945,6.3966136,24.430525,9.892729,10.704898,-0.12088084,-8.426883,5.7309246,-0.07099088,0.17734283,6.0619254,1.9063928,-0.12367152,-0.15926868,-0.12071117,-0.07681502,-0.04138317,-0.019310256,-0.009329089,-0.0068279426,-0.0056904554,-0.001995166,0.0034230629,0.0076615014,0.00991816,0.06841469,0.084941894,0.055620383,0.022373784,-0.003100427,-0.01642497,-0.019556815,-0.017246613,-0.014119041,-0.012515434,-0.011822152,-0.0105088595,-0.00863499,0.004058996,1573.9205097428014,1845.2145283069206,3704.8828125,0.14694417317708333,4
-605.3704,52.065643,-3.549959,12.641196,-1.0477073,-7.9262433,-14.044399,-1.9218723,-11.203295,-1.6824533,-4.890337,-3.2302508,-3.5501037,0.13571471,0.17550182,0.13614061,0.09420024,0.06330041,0.043797594,0.0300455,0.01937989,0.013299372,0.013077915,0.016851293,0.020821624,0.021893067,0.0073009213,0.0094359005,0.0061753863,0.00016722138,-0.006769529,-0.011113127,-0.010193734,-0.00460139,0.0015317232,0.0036643606,0.001353088,-0.0011853328,0.0002194416,0.0041432832,2190.527734384777,1769.7350153270131,4138.671875,0.23215512876157407,4
-416.17474,125.34339,41.980972,47.60078,6.8106313,-11.385927,-17.20145,4.517343,-5.7699323,-3.5523846,-2.4835868,2.0508285,-1.1260108,-0.17018013,-0.041139442,0.09322013,0.0136219505,0.019861571,0.023493402,0.0037154832,0.002973032,-0.0045618773,0.0016785781,0.023265557,-0.004086399,0.016457105,1.1511751,-0.012055779,-0.20903826,0.11143314,0.020071952,0.09056452,0.04013837,0.09482228,0.03181203,0.03767365,0.015349062,-0.008822894,-0.015347449,0.062363017,672.0726368758626,1024.3889254593437,1338.4114583333333,0.011295572916666666,4
-511.88812,90.07842,11.596775,0.1328217,14.758809,12.166152,-11.981524,-12.527573,-4.478615,-9.286642,-5.817187,-2.158472,1.4488522,1.4656249,1.3382456,0.18062449,-0.146257,0.21773914,-0.19284342,0.27501422,-0.2438137,-0.5975695,-0.12056937,-0.60126656,-0.45420948,0.0472995,-2.2861812,0.28191712,0.30080628,-0.08600615,0.17961684,-0.05199437,0.34864932,0.23786795,-0.1589726,0.062964216,0.14840513,-0.0029977488,-0.014421799,0.013812116,1249.9320601959344,1373.8857184544931,2112.6399253731342,0.08664441464552239,4
-410.80276,55.97184,8.153486,29.284456,-13.553664,6.268075,-11.132535,3.0542352,-2.7321923,0.9518497,-4.889069,4.0444994,4.6894054,1.8533496,-0.1463471,-0.5198982,1.0790097,-0.8548682,-0.11732256,-0.052620262,-0.21792603,-0.066641286,0.08236298,-0.4692814,0.12766925,0.060868997,-1.1450198,1.2660471,-0.07190612,0.54758084,0.018086705,0.08530566,-0.024114713,0.07823619,0.12594566,-0.06650783,-0.14323512,-0.04744795,-0.09803967,0.01719292,2105.7298760201206,1560.3528280704113,3509.27734375,0.1897430419921875,4
-375.32178,98.08449,17.322794,17.754564,11.093379,-1.63744,-5.010304,-2.908458,-1.5508341,-9.319785,0.81836164,-8.869386,-1.9668732,-0.022005867,-0.030389013,0.0089657735,0.0015560625,-0.016415937,0.058393337,0.009880024,-0.029227778,0.0031550198,-0.0074670156,-0.09090722,-0.08668157,0.0043637482,-0.12063425,-0.024133882,-0.027861532,-0.022390716,-0.033572648,-0.016593184,0.024265148,0.0043223416,-0.034129273,0.02910179,0.0048076706,0.023497274,0.008531769,0.011440839,1620.6723524057911,1876.9631237324681,3266.311813186813,0.09559581043956043,4
-406.6371,101.66892,22.77954,17.282999,-11.632365,14.982051,-20.128647,-11.7081585,-6.1698184,-6.9333224,2.4147816,-3.9485478,2.4955378,1.5290523,3.160387,-0.36919636,0.9425115,-0.32013324,-0.37379873,-0.46610105,-0.533801,-0.29543644,-0.36596978,-0.3211906,-0.515445,-0.13818736,0.38196614,0.12077293,-0.5773271,0.7131033,-0.19950277,-0.014615257,-0.12083435,0.15823627,0.18757093,-0.032436922,-0.07056571,0.057745397,-0.122384645,0.02409413,1522.1972110341744,1410.600076101146,2604.740466101695,0.1257365598516949,4
-349.27466,127.89708,32.627155,15.209162,-0.92006737,-0.17481,2.0138037,-7.392084,-5.5874634,-1.7447014,3.008312,-1.2973535,-2.7442262,0.73677945,0.18271624,-0.32118294,-0.35401523,-0.06823586,-0.0033449612,0.015790708,0.052336838,0.04056631,0.116028346,0.046514306,0.017284648,-0.041147593,0.2693738,0.18990642,-0.32142004,-0.3092642,-0.11660898,0.04631997,0.082136154,-0.00905922,-0.11272328,-0.02312883,-0.017003555,0.016979951,0.10097811,0.026008856,1067.1209603536238,1596.2308504039543,2104.3610074626868,0.05070837220149254,4
-526.3908,71.49347,9.878518,13.668154,14.808248,3.8100703,-9.915024,-12.624287,-2.6952596,-7.172987,-3.7614055,0.4530598,5.9221597,7.169779,2.336173,-1.1208935,-0.5310335,0.43363336,-1.245702,-0.7707602,-0.73451215,-0.75139296,-0.30838126,-0.33788761,-0.43149477,-0.12913759,-3.816844,1.0852195,-0.07511477,-0.43782198,0.55523676,0.2338851,0.4285323,0.15481178,0.049431298,0.48678467,0.24707806,0.0058361306,0.016868921,0.009893753,1494.705145280053,1524.645724027484,2693.8920454545455,0.10279651988636364,4
-405.85706,76.86868,4.7583737,31.751883,-9.904194,-4.6745872,-18.521767,-10.608553,-0.5787392,-11.150745,5.2607327,-2.8992007,6.3019724,1.8180542,2.376431,-0.29480064,1.6555262,-0.8192889,-0.32563284,-0.32854277,-0.41528255,-0.32972482,-0.757543,-0.067357115,-0.38796458,-0.31529054,-0.9259752,-0.035366956,-0.60246485,0.119385295,-0.009532751,0.33773604,-0.21167733,0.36144605,0.1888884,0.08739487,0.11065988,0.29009336,-0.029746484,0.02568118,1613.2105531444151,1479.0612335097517,2907.3093220338983,0.11791578389830508,4
-507.18042,68.71568,12.07482,-2.5814328,11.799587,2.864991,-5.8753953,-12.431801,-10.006356,-1.9371538,-0.5524582,3.7446434,5.3471303,2.4160192,1.8588183,0.17599492,-0.59433496,0.33541262,-0.052849263,-0.0009402623,-0.22363764,-1.0011852,-0.4190214,-0.58908314,-0.28453198,-0.30793485,-2.6230102,0.5990192,0.14556304,0.3604475,0.40082788,0.08703479,0.31186223,0.20527178,-0.024540631,-0.121855564,-0.06695532,-0.1255984,-0.011347689,0.009917178,1759.1556575436289,1642.672319442388,3029.2008196721313,0.11639504354508197,4
-516.3306,74.12497,11.925706,14.9935465,16.765667,-2.1432025,-12.95271,-10.341195,-9.915901,-5.733566,-6.3898125,-8.489265e-05,7.710703,1.6273487,0.63734275,-0.6886105,0.49194926,0.089827865,-0.23415962,-0.16438538,-0.21116829,-0.23102802,-0.38433197,-0.1299941,-0.22833055,-0.16772673,-1.9880952,0.42105052,-0.60990614,-0.17337956,0.061128132,0.013582774,0.0021177744,0.2588027,0.498481,0.16096586,0.37615564,0.2714714,0.108964436,0.010289038,1462.0862899200554,1503.0189073250478,2557.7612704918033,0.09622342469262295,4
-511.45978,76.09834,7.2435822,-0.7459786,17.597727,1.03522,-11.965225,-13.239881,-2.1105597,-2.3393385,-1.8451873,1.1218837,4.036553,2.5069842,2.0050108,-0.41764173,-0.9395527,0.73375803,0.08671777,-0.77186805,-0.46562293,0.10212397,-0.37096477,-0.42282408,-0.327324,-0.06257112,-2.1969678,0.22819307,-0.17567196,0.28558174,0.2204951,0.17754623,0.4804404,0.29583058,0.008762318,0.29065776,0.036791243,-0.055802785,-0.18697128,0.010125111,1543.7622005016888,1584.6632615458163,2759.5486111111113,0.09388950892857142,4
-619.8538,51.11124,-14.483677,15.15336,0.15970366,-6.82405,-2.8723986,-10.724368,-9.007172,1.7358632,-5.8541784,-0.44353276,-3.935398,0.03816738,0.05155297,0.046409123,0.041972376,0.03881782,0.035406172,0.031420488,0.028185412,0.02653982,0.02609668,0.02636931,0.027312735,0.028580826,-0.03665474,-0.048845395,-0.04276022,-0.038210567,-0.035794824,-0.032994,-0.028948897,-0.025415316,-0.02384028,-0.023921918,-0.024896802,-0.026413543,-0.02773155,0.0060477653,2289.2732251607504,1892.5223052493334,4490.692934782609,0.3944760529891304,4
-374.36002,44.54016,-4.904764,14.770023,-11.576276,6.5117545,-19.028318,-7.3921185,7.6318426,-9.662077,9.701202,-3.7028742,6.400278,0.6807826,0.11081716,-0.013435298,0.48579216,0.1025144,-0.15116398,0.26677793,-0.13859922,0.126749,0.0155768795,-0.075211436,-0.081685394,0.053341746,0.16659482,1.188513,-0.52372587,0.5169226,-0.15232165,0.027419308,-0.2425359,-0.02872071,0.037782338,-0.120390944,0.015993701,0.01066996,0.07098683,0.026222097,2343.2468062084895,1686.748374748525,3974.2838541666665,0.2005886501736111,4
-366.45633,106.363235,29.645672,40.098446,-15.248258,-5.9056263,-4.1442165,-13.432126,-5.8583636,0.25146472,-3.4145408,-2.4627676,-3.3572116,-0.14085087,-0.05291127,0.06724763,0.00991465,-0.020791601,-0.016001021,-0.006358908,-0.00054853276,0.012347259,0.012570319,-0.0013097497,-0.0042675966,-0.0088312235,0.33511195,0.12914492,-0.15126102,-0.011223461,0.045550138,0.034855723,0.024166396,0.01998895,0.029802946,0.02046961,0.015917942,0.013675155,0.008613509,0.045536242,1094.8784240114735,1262.7962767231775,2076.3687015503874,0.03926311167635659,4
-411.02505,50.75134,7.026158,40.49033,-15.376287,3.4192135,-19.36121,-10.039824,0.5161667,-18.093327,10.714098,-8.257398,8.858559,1.7655612,2.2134926,-1.3079478,2.6378195,-1.8229694,-0.5103108,-0.28063267,-1.1480118,-0.3150511,-0.9208997,0.269195,-0.6818057,0.5501674,0.1820022,1.0014206,-0.5596345,0.058234673,-0.083412595,0.0699543,-0.24658605,0.3810048,0.10477283,-0.14821352,0.14778484,0.027944257,-0.089306764,0.024730368,2117.288261290385,1677.5747636721712,3714.84375,0.14649309430803573,4
-491.83063,83.24983,8.65676,-5.3127146,3.019318,1.491367,-8.227698,-14.361686,-8.994835,-4.010274,-3.8414898,0.60667163,3.2290812,2.8972986,0.7398746,-0.5877729,-0.04643242,0.19564332,-0.17854597,-0.27059555,-0.058891874,0.10078794,-0.1885111,-0.06713425,-0.071952775,-0.32453373,-2.8323956,-0.16063163,0.031293012,0.73730886,0.13747911,0.09964969,0.17655899,0.09690967,0.23501968,-0.003028158,0.1782907,0.2001913,0.21497974,0.012003735,1507.2913358589276,1448.713502181501,2506.3244047619046,0.10988653273809523,4
-540.639,97.670906,22.998468,-2.593201,8.050241,10.364195,-13.771503,-15.022588,-8.412027,-8.305871,0.98721385,-4.422438,5.29945,2.3810725,1.494747,0.10944254,-0.25281587,0.585652,0.07315514,-0.34605184,-0.45428866,-0.486246,-0.39523304,-0.37785327,-0.20616415,-0.332244,-2.0483778,0.13662572,0.19371626,0.37639937,0.2770907,-0.04088932,-0.044362444,0.13022512,0.12831727,0.4505601,0.04555839,0.02534526,0.016555768,0.010298458,1249.0942736673576,1332.9925135332305,2116.714015151515,0.08846768465909091,4
-329.0275,104.51889,33.603264,29.22642,-14.544919,1.4615165,-1.7288028,-10.7917795,-7.8549685,1.2141412,-4.4179454,-1.3353604,-2.4492557,-0.44816366,-0.17090718,0.12940185,-0.04567553,-0.021972297,-0.07997731,-0.039455824,-0.005773556,0.02118964,0.01546805,0.01032593,-0.0074678753,0.0055538076,0.9046553,0.39099306,-0.18768485,-0.019341461,0.035430416,0.06131704,0.04976579,0.049277216,0.016995113,0.016982557,0.009739676,0.019345738,0.04865744,0.08999103,766.4962555731995,1044.373095595815,1387.0192307692307,0.032103150755494504,4
-533.29596,90.41731,19.138697,10.434862,14.550132,5.8797016,-10.43757,-10.042058,-10.405495,-10.856674,-3.448217,-2.0399604,5.760093,2.1086307,2.1634824,-0.51505244,-0.33215585,0.609149,-0.27509394,-0.30772695,-0.39934918,-0.3716478,-0.23503776,-0.32529187,-0.3706752,-0.48123,-2.1266131,0.7012506,-0.10462604,0.4020975,0.32358435,-0.10183281,-0.00319733,0.17855911,0.48741966,0.38172805,-0.1844208,0.13503624,-0.059128705,0.011492372,1228.8232690574278,1352.4763655249283,2140.496926229508,0.08019018954918032,4
-489.3237,68.98294,9.043351,1.982647,11.409882,-3.4375672,-13.798897,-7.026905,-8.846284,-1.680371,-5.038256,-0.51725954,4.020412,2.3787866,-1.4928144,-0.3447562,-0.5097476,-0.24481076,-0.047274265,-0.14892317,0.040132564,-0.03906116,0.0886762,0.07741614,0.10907376,0.052685566,-1.7299739,1.4948692,-0.33998606,0.19892272,0.2892448,-0.14625567,0.03510468,-0.10712754,0.026375508,0.07602509,-0.042815294,-0.18033578,-0.032263733,0.011413289,1755.118213904716,1533.711895601313,2877.098880597015,0.13306757229477612,4
-537.1329,76.051865,14.250684,17.172792,19.393255,-2.5029192,-13.550182,-8.286718,-2.7374334,-5.661425,-1.2505592,1.9675193,9.253852,2.2569396,1.4043254,-0.12407611,0.33476886,0.46003726,-0.71218425,-0.16785851,-0.041715242,-0.7176988,-0.65345496,-0.25151238,-0.4318307,-0.38975674,-3.0804224,0.61538285,0.2393608,0.31610543,0.38769564,0.4257029,0.30037162,0.24991961,0.21399172,-0.033299897,0.050979532,-0.13195638,-0.12261229,0.010064349,1314.8039086296624,1510.9145049518593,2409.598214285714,0.08443390376984126,4
-397.2323,127.58264,21.774153,35.3727,1.2696627,-14.493814,-16.78606,4.1010237,-0.33158356,6.351107,1.248612,1.7961245,1.7836651,-0.1460201,-0.04117402,0.10451887,-0.10577458,-0.040966284,-0.020761056,0.046522457,0.0039671594,0.064470686,0.049613588,0.013869638,-0.06700657,-0.07986528,1.205263,0.018731697,-0.11613336,0.053824462,-0.016527306,0.08064725,0.04118235,-0.025253339,-0.016420968,0.05553911,0.0410356,0.0164782,0.023735596,0.061901305,668.770680528763,1012.5271712085768,1336.875,0.01027734375,4
-391.02484,55.505722,0.3877455,31.793787,-10.4588585,1.9925427,-19.397434,-14.268497,10.1263275,-14.789755,4.5500574,-5.321322,4.548278,0.61644274,2.76471,-1.0857491,1.5347104,-0.35677218,-0.26299807,-0.12816262,-0.60022783,-0.08050226,-0.47550124,-0.19790497,-0.54441535,0.22908778,-0.70924366,0.15149653,-0.26719147,-0.09032424,-0.17993043,0.38884318,0.03232211,0.30745813,0.22179452,0.014263421,0.07477519,0.2134087,-0.050941996,0.027618602,1809.1330199420718,1568.847291353661,3236.9384765625,0.1351470947265625,4
-483.3198,67.3567,4.867205,4.2051425,6.126435,3.8311396,-5.4748836,-11.817834,-5.9313445,-7.6399016,-3.4670105,0.39246807,2.7062182,1.4279996,0.66369957,-0.47253075,-0.21381992,0.5140883,-0.387302,0.20348981,0.20471652,-0.31974262,-0.043078434,-0.21936502,-0.15728556,-0.09763603,-2.1142685,-0.0790011,-0.1548796,0.49260476,0.47952732,0.20511869,0.07534113,0.044576403,0.142989,0.13287412,0.11472986,0.13471337,0.05211641,0.010929853,1714.9498216485365,1619.1440248171552,2958.984375,0.12184244791666667,4
-415.15518,59.287598,13.921484,25.779894,-12.35444,3.477946,-22.434612,1.5700613,6.8108892,-9.322834,2.3941748,2.5765665,2.9123802,-2.6842897,0.2756589,-0.61690724,0.7358976,0.13358681,0.26668096,-0.021162631,-0.21829994,-0.06385524,0.11136277,0.2485789,0.19325389,-0.0053576757,1.6762108,1.2357776,-0.56118757,-0.09643323,-0.47867382,-0.15273996,-0.2179835,0.072186016,0.13077667,-0.25020048,-0.061007358,-0.13855113,-0.09218896,0.018150289,2236.4730933169794,1741.2123845543952,4027.535860655738,0.16294985911885246,4
-404.6192,66.2844,14.274327,23.644293,-18.886055,12.097124,-25.018532,-0.43846837,-5.8663874,-3.9702168,-0.61670256,-1.556314,-0.8807101,0.120598294,3.2619655,0.05986672,0.07132119,-0.19692351,-0.2629847,-0.020401698,-0.323585,-0.08127773,-0.6484143,-0.39106846,-0.2816327,-0.12049974,-0.29654902,0.5544969,-0.29303327,0.6126679,0.080705896,-0.10840145,-0.12959103,0.16649565,-0.004245083,-0.002391566,-0.24028206,-0.20664908,0.0011980676,0.022303492,1912.3665012890108,1581.361694803634,3354.7108208955224,0.14495394123134328,4
-515.61505,86.6044,13.314144,0.8159136,13.306207,2.0262334,-14.804293,-13.116608,-7.2066245,-4.4851155,1.3097813,-0.78187096,0.7236965,2.733154,-0.16551703,-0.06438835,0.27700233,0.6281808,-0.24011068,0.089807466,-0.0929373,-0.69886184,-0.15748547,-0.34902698,-0.44528654,-0.35198054,-1.4268749,0.73234975,-0.20316659,-0.31400302,0.23407787,0.0900555,0.085115425,0.12480684,0.19224861,0.3555728,-0.09774541,-0.023411158,-0.018930959,0.01119358,1407.5931474162805,1455.25160838812,2501.1340725806454,0.09608114919354839,4
-492.60196,45.33917,16.594528,17.071001,7.349324,-1.6373148,-11.125024,-10.913178,-7.7563396,-10.133117,-0.42370415,3.7546768,5.873038,1.9852277,-0.32868314,-0.52372426,-0.5451253,-0.10055851,-0.10230718,-0.19857207,0.08143568,0.19239129,0.15290979,-0.008575976,0.035862368,0.08130835,-2.3986788,1.4019744,-0.082713634,0.41996267,0.40742913,-0.053024955,0.15918006,-0.017130734,0.08457648,0.02289374,-0.07457043,-0.16056757,-0.005859573,0.012232989,1787.5540541143498,1712.7618683693054,3177.045036764706,0.1158447265625,4
-481.19623,67.67236,6.3554435,3.9495187,2.21681,5.088793,-5.895446,-8.071195,-3.90744,-7.430401,-0.46140876,1.4305797,-1.9782124,-1.176383,1.536488,-0.93771553,0.26038855,0.68191075,-0.13806222,-0.6391603,0.06319773,0.06231305,-0.12967496,-0.030355519,-0.18171115,0.34345996,-1.0789806,0.60212517,-0.17193493,0.47835428,0.0055893823,-0.12081828,-0.08625143,-0.111757874,-0.07494702,0.08806955,-0.1323008,-0.03637689,0.18346122,0.011672336,1692.7990057991256,1627.6436273975326,2965.5048076923076,0.10738431490384616,4
-595.5509,125.61177,27.282387,30.595158,-4.483421,-9.673835,2.4057155,-6.4281373,-12.995221,-1.458796,-2.5818903,3.1770244,0.11243931,-0.3676222,-0.122395836,0.07683162,-0.0711422,-0.02887195,-0.041149028,-0.031123463,-0.0339303,-0.005626562,0.01218229,0.004757579,0.0018789947,0.0037029108,0.5490374,0.2254003,-0.1143452,0.02921036,0.023465434,0.018232275,-0.0051331995,-0.00480264,0.0065170727,0.02027303,0.025801564,0.035992138,0.042162754,0.0073055583,748.9791219473055,1130.346490240244,1317.7083333333333,0.0269775390625,4
-520.6671,71.31429,5.396468,9.430259,17.912916,1.2158359,-11.228148,-11.730963,-6.833271,-2.0841012,-1.018993,-0.3986567,1.5360489,-2.6551151,1.3966789,-0.13546212,0.41796288,0.57301056,-0.2624724,0.26662672,0.09451516,-0.2603315,0.09067687,-0.14700766,-0.11827963,-0.11890769,-1.2499113,0.7935581,-0.041920014,0.06408612,0.101404786,-0.083413996,0.20186102,0.1770266,0.10314633,0.2055789,0.13968648,0.10672323,0.08202053,0.011273447,1456.447355313572,1503.2846925352096,2494.286380597015,0.09616225513059702,4
-383.00793,52.172253,4.601408,18.19856,-10.768946,2.5163064,-16.203154,-3.8565354,6.7875814,-7.1240616,5.9594193,2.5069754,1.3334394,1.3442407,1.4346461,-0.8103487,0.60507077,0.37878543,0.5447307,-0.11791165,0.09890764,0.41967896,0.28365356,-0.033533175,0.14902192,0.25793478,1.1322421,0.9568239,-0.7807401,-0.12742902,-0.66398185,-0.036238197,-0.1096607,-0.049907114,0.024895588,-0.018620646,0.050012212,0.004798015,0.13711873,0.028323092,2120.3949430043135,1658.147945447804,3627.249053030303,0.18028675426136365,4
-397.08374,46.85595,-2.1111817,22.326971,-14.206403,3.632291,-14.9217415,-8.094678,6.4659233,-11.987972,6.4915648,-4.904093,8.020988,0.100807205,0.75084704,-0.894998,0.64027023,-0.34878454,0.10539852,-0.21563491,-0.114007026,0.060330343,-0.26728407,0.00810113,-0.23162253,0.14423445,0.01674164,0.8718632,-0.33102563,0.5835878,-0.38351026,0.014128739,-0.15038246,-0.022263205,-0.019668804,-0.16199182,0.082634605,-0.060028825,-0.010883222,0.023491587,2163.4231357728604,1688.9843254739594,3777.573529411765,0.16483082490808823,4
-400.01077,51.191772,-6.472908,31.359968,-7.5500765,0.23764198,-18.763435,-4.4560447,9.228323,-14.69741,8.235014,1.2947016,1.6002136,0.16470687,1.9959131,0.464162,0.5903754,0.5501987,0.09178933,-0.41504195,-0.5665415,-0.38789037,-0.44192293,-0.34114096,-0.2694194,-0.35255307,-1.9940897,0.3342409,0.31738192,0.6912488,0.059482995,0.06281878,0.20231885,0.29052946,0.008330534,0.106517375,-0.06696027,-0.04602993,0.06434222,0.022795819,2073.8324897558805,1534.5393382583102,3428.1939338235293,0.16688447840073528,4
-491.48212,72.42236,5.884409,7.606711,10.267252,-1.6316967,-12.467506,-11.169011,-3.8010442,-6.2577524,-4.166518,-1.0672184,3.8773232,2.8393323,2.7240186,0.4885019,-0.39392957,0.011548504,-0.566678,-0.06081046,-0.6000873,-1.0524964,-0.2424352,-0.20858131,-0.5333505,-0.43159544,-3.3031518,1.025965,0.49755856,0.87759286,0.38420686,-0.065776974,0.2397656,0.16282465,0.24122837,-0.115021214,-0.08911916,0.03872663,0.10256627,0.013505566,1401.4805175105823,1535.3020452993358,2430.5555555555557,0.08442615327380952,4
-376.72354,46.353813,-0.45738316,17.554747,-3.6844862,-4.9507914,-12.530761,-7.8015885,5.598858,-14.455742,3.7872827,-1.0628269,6.243319,0.8940379,1.1262025,-0.45432636,0.52495,-0.06134045,0.2525497,-0.0851194,-0.040195156,0.04945903,-0.27352425,-0.24312554,-0.24199378,-0.058675174,-0.7896581,1.3519229,-0.8729206,0.2744764,-0.3041395,0.0052372636,-0.18940091,0.08780734,-0.03422398,-0.18232378,-0.051615722,0.037527084,0.03125451,0.03185688,2374.5873357600626,1677.5947926754293,3926.7165492957747,0.21018788512323944,4
-500.0205,60.21842,12.489524,7.672132,13.736686,7.9964623,-8.117827,-12.924569,-3.8965335,-10.664016,-0.46463662,-1.82969,-1.5794257,1.6039543,-0.27722198,-0.47987065,-0.2899025,-0.065441124,-0.18463743,-0.37784448,-0.20186862,0.07395105,-0.13795492,-0.078911096,0.01723139,0.025283938,-2.1163101,1.0470581,-0.18643071,0.33572924,0.5241246,-0.08397732,0.1021995,0.09517926,0.095871136,0.19695441,-0.06309473,-0.09741825,-0.14425786,0.013039568,1705.0121496273175,1590.9709268712058,2955.2156690140846,0.12015845070422536,4
-500.81708,69.293564,9.376723,3.5354676,12.817144,6.9165606,-16.544628,-15.583831,-5.7781935,-9.743971,-6.6422114,2.1042178,5.525533,3.9365518,1.893105,-0.42266908,-0.24797376,0.52033645,-0.32320166,-0.9213665,-0.4937535,-0.0503019,-0.7300845,-0.5346725,-0.3907772,-0.27918938,-1.5299884,0.888761,-0.031528298,0.38377243,0.2757937,-0.33170778,0.42887312,0.23806314,-0.030255485,0.053107373,0.015349595,0.13513891,-0.104357086,0.012467593,1631.6538755042081,1532.5847472423443,2779.1666666666665,0.11263834635416667,4
-673.6894,47.74283,-3.4129312,2.3224084,1.5888954,-6.9655156,-12.755903,-12.28614,-2.8067355,-1.2310313,-9.104208,-1.2827162,-0.15457176,0.032636065,0.04553314,0.043714277,0.040823083,0.037053484,0.0326473,0.027869714,0.022983737,0.01822821,0.013800077,0.009844839,0.006452498,0.003661635,0.030196302,0.04215314,0.04054041,0.037975397,0.03462797,0.03070924,0.026449118,0.022074284,0.017788006,0.013755179,0.010092964,0.0068689003,0.004104329,0.0027357342,2328.0296725639337,1961.5759665884411,4442.27046460177,0.3722388343473451,4
-349.43445,119.203766,41.593918,20.743206,9.418133,2.4915311,-6.607302,-11.764764,-5.692903,-1.838169,0.58873725,-5.320334,-6.033411,-0.28810233,0.0067513455,0.32590407,-0.042371426,0.04499983,0.16948819,-0.018780872,-0.04051595,-0.09175724,-0.11903593,-0.03600888,-0.0035627438,-0.019915098,-0.116114736,-0.07057751,-0.11327218,0.029076088,-0.03866426,-0.07052025,-0.040532935,-0.037669774,0.105758235,0.05985176,-0.15226229,-0.082822554,0.0845419,0.023610508,1224.6425871926579,1712.3869282492417,2557.7876984126983,0.06473989335317461,4
-393.4692,105.42558,21.533438,15.799267,10.120368,7.63567,-4.4972672,-5.6555095,-4.9495583,-8.247398,2.3597472,-14.458819,-2.9503348,0.082435116,0.020404808,-0.052386116,-0.010826858,0.07353337,-0.033632223,0.047102757,-0.050548207,-0.04921265,0.0127486335,0.11019153,0.11725472,0.034296744,-0.4226399,-0.03620567,-0.016575232,0.02411962,0.09824546,0.083001405,0.009329982,-0.06490322,-0.08557943,-0.011193452,0.029619677,0.100508966,-0.045516122,0.010961439,1351.6726416537797,1832.3026993908325,3039.3448795180725,0.060835137424698794,4
